,DATE,NUMARTS,COUNTS,THEMES,LOCATIONS,PERSONS,ORGANIZATIONS,TONE,CAMEOEVENTIDS,SOURCES,SOURCEURLS
469,20211208,1,"AFFECT#1#Amazon US East#2#New York, United States#US#USNY#42.1497#-74.9384#NY;",AFFECT;TAX_FNCACT;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;CYBER_ATTACK;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_LECTURER;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;UNGP_FORESTS_RIVERS_OCEANS;SHORTAGE;MEDIA_SOCIAL;TAX_FNCACT_EVANGELIST;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_DISEASE;TAX_DISEASE_DISRUPTIVE;INTERNET_BLACKOUT;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;EPU_ECONOMY_HISTORIC;DELAY;CRISISLEX_C07_SAFETY;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_MANAGER;EPU_CATS_MIGRATION_FEAR_MIGRATION;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;TRANSPARENCY;PROTEST;TAX_FNCACT_WRITER;TAX_FNCACT_MERCHANT;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United Kingdom#UK#UK#54#-4#UK",andy jassy;sean obrien;jeff bezos;servaas verbiest,instagram;akamai;google;yale law school;amazon web services;ibm;oracle;cnn;microsoft;new york times;synergy research group;facebook;sungard availability services;national security agency,"-3.51437699680511,1.43769968051118,4.95207667731629,6.38977635782748,20.926517571885,0.958466453674121","1018201760,1018105590,1018202638",kaaltv.com,https://www.kaaltv.com/news/explainer-what-caused-amazons-outage-will-there-be-more/6325741/?cat=10159
474,20211208,2,,TAX_FNCACT;TAX_FNCACT_DRIVERS;MANMADE_DISASTER_IMPLIED;UNGP_FORESTS_RIVERS_OCEANS;GEN_HOLIDAY;AFFECT;DELAY;USPEC_UNCERTAINTY1;EPU_ECONOMY_HISTORIC;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SHORTAGE;CRISISLEX_C07_SAFETY;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TRAFFIC;TAX_FNCACT_ANALYST;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;,"1#United States#US#US#39.828175#-98.5795#US;3#San Francisco, California, United States#US#USCA#37.7749#-122.419#277593",doug madory,coinbase global inc;amazon web services;walt disney co;robinhood markets inc;charter communications inc;comcast corp;netflix;disney;netflix inc,"-3.24074074074074,0.617283950617284,3.85802469135802,4.47530864197531,21.6049382716049,0.617283950617284",,crainsdetroit.com;mdjonline.com,https://www.crainsdetroit.com/technology/amazon-packages-pile-aws-outage-spawns-delivery-havoc<UDIV>https://www.mdjonline.com/tribune/business/amazon-packages-pile-up-as-aws-outage-spawns-delivery-havoc/article_3f51b057-bb32-5adc-9ba4-8d8425a76721.html
475,20211208,1,"AFFECT#1#Amazon US East#2#New York, United States#US#USNY#42.1497#-74.9384#NY;",CRIME_COMMON_ROBBERY;TAX_FNCACT;TAX_FNCACT_THIEVES;DELAY;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_SPOKESPERSON;AFFECT;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;CYBER_ATTACK;WB_670_ICT_SECURITY;TAX_FNCACT_LECTURER;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;UNGP_FORESTS_RIVERS_OCEANS;SHORTAGE;MEDIA_SOCIAL;TAX_FNCACT_EVANGELIST;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_DISEASE;TAX_DISEASE_DISRUPTIVE;INTERNET_BLACKOUT;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;EPU_ECONOMY_HISTORIC;CRISISLEX_C07_SAFETY;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_MANAGER;EPU_CATS_MIGRATION_FEAR_MIGRATION;TRANSPARENCY;PROTEST;TAX_FNCACT_WRITER;TAX_FNCACT_MERCHANT;EPU_CATS_REGULATION;WB_694_BROADCAST_AND_MEDIA;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United Kingdom#UK#UK#54#-4#UK",andy jassy;sean obrien;richard rocha;jeff bezos;servaas verbiest,google;instagram;yale law school;amazon web services;ibm;associated press;microsoft;frank bajak ap technology writers;synergy research group;facebook;sungard availability services;akamai;oracle;cnn;new york times;netflix;disney;national security agency,"-3.81406436233611,1.07270560190703,4.88676996424315,5.95947556615018,21.6924910607867,0.834326579261025","1018201760,1018105590,1018202638",missoulian.com,https://missoulian.com/news/national/explainer-what-caused-amazons-outage-will-there-be-more/article_3a418be5-802e-5c9a-b55d-e3d1814db490.html
476,20211208,4,,CRISISLEX_C07_SAFETY;WB_1252_MOBILE_BANKING;WB_371_BRANCHLESS_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_363_FINANCIAL_INCLUSION;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;WB_698_TRADE;WB_2384_APPLICATION_PROGRAMMING_INTERFACES;WB_2375_ICT_METHODS_AND_PROCEDURES;MANMADE_DISASTER_IMPLIED;AFFECT;SHORTAGE;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY",doug madory;walt disney,amazon web services;fastly inc;cnn;walt disney;al jazeera media network;new york times;netflix;disney,"-2.77777777777778,1.04166666666667,3.81944444444444,4.86111111111111,16.6666666666667,0.347222222222222",,voanews.com;calcuttanews.net;newyorkstatesman.com;newyorktelegraph.com,https://www.voanews.com/a/amazon-cloud-outage-hits-major-websites-streaming-apps-/6343865.html<UDIV>https://www.calcuttanews.net/news/271892711/amazon-cloud-outage-hits-major-websites-streaming-apps<UDIV>https://www.newyorkstatesman.com/news/271892711/amazon-cloud-outage-hits-major-websites-streaming-apps<UDIV>https://www.newyorktelegraph.com/news/271892711/amazon-cloud-outage-hits-major-websites-streaming-apps
477,20211208,1,"AFFECT#20##1#United States#US#US#39.828175#-98.5795#US;PROTEST#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;MOVEMENT_GENERAL#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;TAX_FNCACT_ACTIVIST#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;",EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SHORTAGE;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"1#United States#US#US#39.828175#-98.5795#US;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;morgan durrant;doug madory;carl malamud;scott vazin,amazon web services;toyota;associated press;jetblue;kentik inc;exchange commission;delta air lines;infrastructure security agency;netflix;disney;facebook;mcdonald,"-3.60205831903945,2.05831903945112,5.66037735849057,7.71869639794168,21.9554030874786,0.857632933104631","1018052962,1018036643,1018036680,1018036683,1018037801,1018038102",johnsoncitypress.com,https://www.johnsoncitypress.com/ap/major-outage-hits-amazon-web-services-many-sites-affected/article_148946dc-57c2-11ec-85db-6384e66e74c3.html
478,20211208,2,AFFECT#20##1#United States#US#US#39.828175#-98.5795#US;,AFFECT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;TAX_FNCACT;TAX_FNCACT_DIRECTOR;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SHORTAGE;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"1#United States#US#US#39.828175#-98.5795#US;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;morgan durrant;doug madory;carl malamud;scott vazin,amazon web services;toyota;major outage hits amazon web services;associated press;jetblue;kentik inc;exchange commission;delta air lines;infrastructure security agency;netflix;disney;facebook;mcdonald,"-3.83973288814691,1.83639398998331,5.67612687813022,7.51252086811352,22.20367278798,0.834724540901502","1018052962,1018036643,1018036680,1018036683,1018037801,1018038102,1018052962,1018036643,1018036680,1018036683,1018037801,1018038102",news9.com;newson6.com,https://www.news9.com/story/61af980686182d0c069a2860/major-outage-hits-amazon-web-services-many-sites-affected<UDIV>https://www.newson6.com/story/61af980686182d0c069a2860/major-outage-hits-amazon-web-services-many-sites-affected
480,20211208,1,AFFECT#20#apps#1#United States#US#US#39.828175#-98.5795#US;,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_SPOKESPERSON;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;MANMADE_DISASTER_IMPLIED;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SHORTAGE;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;EPU_POLICY_POLITICAL;EPU_ECONOMY;TAX_DISEASE;TAX_DISEASE_COVID-19;ARMEDCONFLICT;GENERAL_HEALTH;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;TAX_FNCACT_EDITOR;,"1#United States#US#US#39.828175#-98.5795#US;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;morgan durrant;doug madory;richard rocha;carl malamud;scott vazin,amazon web services;toyota;jetblue;associated press;kentik inc;exchange commission;delta air lines;infrastructure security agency;netflix;disney;facebook;mcdonald,"-1.5970515970516,2.94840294840295,4.54545454545455,7.49385749385749,22.6044226044226,2.94840294840295","1018058301,1018036643,1018036680,1018036683,1018037801,1018038102,1018059102",business-standard.com,https://www.business-standard.com/article/technology/major-outage-hits-amazon-web-services-many-sites-affected-report-121120800127_1.html
481,20211208,1,"KILL#2014##3#San Antonio, Texas, United States#US#USTX#29.4241#-98.4936#1380951;",WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;NATURAL_DISASTER;NATURAL_DISASTER_FLOODED;CRISISLEX_C06_WATER_SANITATION;SHORTAGE;AFFECT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT;TAX_FNCACT_STUDENT;TAX_FNCACT_ASSISTANT;WB_2947_OPERATING_SYSTEMS;WB_669_SOFTWARE_INFRASTRUCTURE;DELAY;MANMADE_DISASTER_IMPLIED;ECON_STOCKMARKET;TAX_FNCACT_DRIVERS;TAX_FNCACT_DRIVER;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ADELE;MEDIA_SOCIAL;TAX_FNCACT_EMPLOYEE;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;,"3#San Antonio, Texas, United States#US#USTX#29.4241#-98.4936#1380951",,delta air lines;amazon web services;twitter;netflix;disney,"-3.04975922953451,1.28410914927769,4.3338683788122,5.61797752808989,20.8667736757624,1.28410914927769",,qz.com,https://qz.com/2099940/the-aws-outage-shows-the-internet-relies-too-much-on-amazon/
484,20211208,1,,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;ECON_BITCOIN;WB_2384_APPLICATION_PROGRAMMING_INTERFACES;WB_2375_ICT_METHODS_AND_PROCEDURES;KILL;CRISISLEX_C07_SAFETY;TAX_FNCACT;TAX_FNCACT_DRIVERS;TAX_FNCACT_WALKER;,"2#Virginia, United States#US#USVA#37.768#-78.2057#VA",,amazon web services;netflix;disney;reuters,"-3.26530612244898,1.22448979591837,4.48979591836735,5.71428571428571,20.8163265306122,0.408163265306122","1018036446,1018036652,1018038186,1018038548,1018038671",newser.com,https://www.newser.com/story/314245/amazon-web-services-hit-with-major-outage.html
487,20211208,1,,SHORTAGE;UNGP_FORESTS_RIVERS_OCEANS;GENERAL_HEALTH;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;CRISISLEX_C07_SAFETY;TAX_FNCACT;TAX_FNCACT_EXECUTIVES;TRIAL;SOC_GENERALCRIME;DRUG_TRADE;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;WB_694_BROADCAST_AND_MEDIA;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;AFFECT;ECON_STOCKMARKET;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United States#US#US#39.828175#-98.5795#US;1#India#IN#IN#20#77#IN;3#Washington, Washington, United States#US#USDC#38.8951#-77.0364#531871;3#Boston, Massachusetts, United States#US#USMA#42.3584#-71.0598#617565;4#Kolkata, West Bengal, India#IN#IN28#22.5697#88.3697#-2092511;2#Virginia, United States#US#USVA#37.768#-78.2057#VA;3#Houston, Texas, United States#US#USTX#29.7633#-95.3633#1380948;3#Chicago, Illinois, United States#US#USIL#41.85#-87.6501#423587",,stocks of amazon inc;amazon web services;netflix;disney;ticketmaster;united states,"-4.5045045045045,0.900900900900901,5.40540540540541,6.30630630630631,23.1231231231231,0.600600600600601",,chiangraitimes.com,https://www.chiangraitimes.com/tech/amazon-reports-aws-outage-effecting-websites-globally/
489,20211208,1,AFFECT#20#apps#1#United States#US#US#39.828175#-98.5795#US;,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EPU_ECONOMY_HISTORIC;AFFECT;TAX_FNCACT;TAX_FNCACT_SPOKESPERSON;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;SHORTAGE;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_FNCACT_DIRECTOR;MANMADE_DISASTER_IMPLIED;SOC_EXPRESSREGRET;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TECH_AUTOMATION;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United States#US#US#39.828175#-98.5795#US;1#United Kingdom#UK#UK#54#-4#UK;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;doug madory;richard rocha;jeff bezos;morgan durrant;andy jassy;carl malamud;scott vazin,google;instagram;amazon web services;toyota;associated press;microsoft;facebook;mcdonald;synergy research;jetblue;kentik inc;cnn;exchange commission;delta air lines;new york times;infrastructure security agency;netflix;disney,"-4.31034482758621,1.10837438423645,5.41871921182266,6.52709359605911,21.4285714285714,0.61576354679803","1018076690,1018076703,1018076704,1018076705,1018076710,1018037801,1018077318",wral.com,https://www.wral.com/major-outage-at-amazon-disrupts-businesses-across-the-us/20023256/
490,20211208,1,,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SHORTAGE;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;,1#United States#US#US#39.828175#-98.5795#US,doug madory,amazon web services;netflix;disney;associated press;kentik inc;mcdonald,"-3.9426523297491,1.7921146953405,5.73476702508961,7.52688172043011,25.8064516129032,0.716845878136201",1018041507,newsradio1310.com,https://newsradio1310.com/amazon-services-down-major-companies-impacted/
491,20211208,1,"AFFECT#1#Amazon US East#2#New York, United States#US#USNY#42.1497#-74.9384#NY;",CRIME_COMMON_ROBBERY;TAX_FNCACT;TAX_FNCACT_THIEVES;DELAY;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_SPOKESPERSON;AFFECT;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;CYBER_ATTACK;WB_670_ICT_SECURITY;TAX_FNCACT_LECTURER;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;UNGP_FORESTS_RIVERS_OCEANS;SHORTAGE;MEDIA_SOCIAL;TAX_FNCACT_EVANGELIST;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_DISEASE;TAX_DISEASE_DISRUPTIVE;INTERNET_BLACKOUT;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;EPU_ECONOMY_HISTORIC;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United Kingdom#UK#UK#54#-4#UK",andy jassy;sean obrien;richard rocha;jeff bezos;servaas verbiest,instagram;akamai;google;yale law school;amazon web services;associated press;cnn;microsoft;ap technology writers;new york times;netflix;synergy research group;disney;facebook;sungard availability services,"-4.23861852433281,1.0989010989011,5.33751962323391,6.43642072213501,19.9372056514914,0.941915227629513","1018197626,1018105590",mymotherlode.com,https://www.mymotherlode.com/news/national/2175221/explainer-what-caused-amazons-outage-will-there-be-more.html
492,20211208,1,"AFFECT#20#apps#1#United States#US#US#39.828175#-98.5795#US;PROTEST#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;MOVEMENT_GENERAL#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;TAX_FNCACT_ACTIVIST#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;",EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_SPOKESPERSON;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;MANMADE_DISASTER_IMPLIED;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SHORTAGE;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;CRISISLEX_C07_SAFETY;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CYBER_ATTACK;WB_670_ICT_SECURITY;,"1#United States#US#US#39.828175#-98.5795#US;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;morgan durrant;doug madory;richard rocha;carl malamud;scott vazin,amazon web services;toyota;jetblue;kentik inc;exchange commission;southwest airlines;delta air lines;infrastructure security agency;netflix;disney;facebook;mcdonald,"-3.58890701468189,1.79445350734095,5.38336052202284,7.17781402936378,21.3703099510604,1.63132137030995","1018058301,1018036643,1018036680,1018036683,1018037801,1018038102,1018059102",thehindubusinessline.com,https://www.thehindubusinessline.com/info-tech/major-outage-hits-amazon-web-services-many-sites-affected/article37892313.ece
